id,year,date,component,regions,states,title,url,pdf,matched_on
781,2022,2022-07-08,Incident / Flash Report,North East,Borno,Nigeria — North-east Jere and Maiduguri M. C. LGAs Borno State Flash Report (08 July 2022),https://dtm.iom.int/reports/nigeria-north-east-jere-and-maiduguri-m-c-lgas-borno-state-flash-report-08-july-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NE%20-%20Maiduguri%20M.C%20and%20Jere%20LGAs%20Windstorm%20%28Borno%20State%29%20-%20%2808%20July%202022%29.pdf,title:flash report
782,2022,2022-07-08,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 282 (27 June - 03 July 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-282-27-june-03-july-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.282.pdf,title:emergency tracking tool
783,2022,2022-07-07,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report 107 (27 June - 03 July 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-107-27-june-03-july-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%20107%20%284%20July%202022%29.pdf,title:flash report
784,2022,2022-07-06,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Monthly Dashboard (June 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-monthly-dashboard-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20COVID-19%20Point%20of%20Entry%20Monthly%20Dashboard%20%28June%202022%29.pdf,title:point of entry
785,2022,2022-07-01,Flow Monitoring (migrants) – extra category,North Central; North West,Niger; Kano; Sokoto,Nigeria — Flow Monitoring Dashboard 52 (April 2022),https://dtm.iom.int/reports/nigeria-flow-monitoring-dashboard-52-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Flow%20Monitoring%20Dashboard%2052%20April%202022.pdf,title:flow monitoring
786,2022,2022-07-01,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 281 (20 - 26 June 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-281-20-26-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.281_0.pdf,title:emergency tracking tool
787,2022,2022-06-29,Incident / Flash Report,North East,Adamawa,"Nigeria — North-east Madagali LGA, Adamawa State Flash Report (27 June 2022)",https://dtm.iom.int/reports/nigeria-north-east-madagali-lga-adamawa-state-flash-report-27-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NE%20-%20Madagali%20Adamawa%20State%20%2828%20June%202022%29.pdf,title:flash report
788,2022,2022-06-29,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #106 (20 - 26 June 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-106-20-26-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%20106%20%2827%20June%202022%29.pdf,title:flash report
789,2022,2022-06-24,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 280 (13 - 19 June 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-280-13-19-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.280%20%2813%20-%2019%20June%202022%29_1.pdf,title:emergency tracking tool
790,2022,2022-06-22,Incident / Flash Report,North East,Adamawa; Gombe,Nigeria — North-east Adamawa and Gombe States Flash Report (22 June 2022),https://dtm.iom.int/reports/nigeria-north-east-adamawa-and-gombe-states-flash-report-22-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NE%20-%20Lamurde%20Guyuk%20and%20Balanga%20LGA%28Adamawa%20and%20Gombe%29%20communal%20clash%2022%20June%202022.pdf,title:flash report
791,2022,2022-06-22,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #105 (06 - 11 June 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-105-06-11-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%20104%20%2821%20June%202022%29.pdf,title:flash report
792,2022,2022-06-22,Mobility Tracking – IDP & Returnee Atlas,North East,Adamawa; Bauchi; Borno; Gombe; Taraba; Yobe,Nigeria — North-East — Displacement Factsheet 41 (14 February - 30 March 2022),https://dtm.iom.int/reports/nigeria-north-east-displacement-factsheet-41-14-february-30-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Round%2041%20-%20Factsheet_0.pdf,title:displacement factsheet
793,2022,2022-06-21,Flow Monitoring (migrants) – extra category,,,Nigeria — Flow Monitoring Dashboard 51 (March 2022),https://dtm.iom.int/reports/nigeria-flow-monitoring-dashboard-51-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Flow%20Monitoring%20Dashboard%2051%20March%202022.pdf,title:flow monitoring
794,2022,2022-06-21,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 109 (11 — 17 June 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-109-11-17-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Dashboard%20109%20%2811-17%20June%202022%29.pdf,title:point of entry
795,2022,2022-06-17,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 279 (06 - 12 June 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-279-06-12-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.279%20%2806%20-%2012%20June%202022%29.pdf,title:emergency tracking tool
796,2022,2022-06-16,Early Warning & Early Response Dashboard,,,Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 5 (May 2022),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-5-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20%235%20%28May%202022%29.pdf,title:early warning dashboard
797,2022,2022-06-14,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 108 (04 — 10 June 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-108-04-10-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Dashboard%20%2804%20-10%20June%202022%29.pdf,title:point of entry
798,2022,2022-06-10,Incident / Flash Report,North East,Adamawa,Nigeria — North-east Guyuk and Lamurde LGA — (Adamawa State) Flash Report 10 June 2022,https://dtm.iom.int/reports/nigeria-north-east-guyuk-and-lamurde-lga-adamawa-state-flash-report-10-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NE%20-%20Lamurde%20and%20Guyuk%20LGA%20Adamawa%20State%20Communal%20Clash%20report%2010%20June%202022.pdf,title:flash report
799,2022,2022-06-10,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 278 (30 May - 05 June 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-278-30-may-05-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.278%20%2830%20May%20-%2005%20June%202022%29.pdf,title:emergency tracking tool
800,2022,2022-06-08,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #103 (30 May - 05 June 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-103-30-may-05-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%20103%20%287%20June%202022%29.pdf,title:flash report
801,2022,2022-06-07,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 107 (28 May — 03 June 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-107-28-may-03-june-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Dashboard%20107%20%2828%20May%20-%2003%20June%202022%29_0.pdf,title:point of entry
802,2022,2022-06-03,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 277 (23 - 29 May 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-277-23-29-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.277%20%2823%20-%2029%20May%202022%29.pdf,title:emergency tracking tool
803,2022,2022-06-01,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #102 (23 - 29 May 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-102-23-29-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%20102%20%2831%20May%202022%29.pdf,title:flash report
804,2022,2022-06-01,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 106 (21 — 27 May 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-106-21-27-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Dashboard%20106%20%2821%20-%2027%20May%202022%29.pdf,title:point of entry
805,2022,2022-05-27,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 276 (16 - 22 May 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-276-16-22-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.276%20%2816%20-%2022%20May%202022%29.pdf,title:emergency tracking tool
806,2022,2022-05-24,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #101 (16 - 22 May 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-101-16-22-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%20101%20%2824%20May%202022%29.pdf,title:flash report
807,2022,2022-05-24,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 105 (14 — 20 May 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-105-14-20-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Dashboard%20105%20%2814%20-%2020%20May%202022%29.pdf,title:point of entry
808,2022,2022-05-19,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 275 (9 - 15 May 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-275-9-15-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.275%20%2809%20-%2015%20May%202022%29.pdf,title:emergency tracking tool
809,2022,2022-05-17,Early Warning & Early Response Dashboard,North East,Adamawa,Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 4 (April 2022),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-4-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%204%20%28April%202022%29.pdf,title:early warning dashboard
810,2022,2022-05-17,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 104 (7 — 13 May 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-104-7-13-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Dashboard%20104%20%2807%20-%2013%20May%202022%29.pdf,title:point of entry
811,2022,2022-05-13,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 274 (02 - 08 May 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-274-02-08-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.274%20%2802%20-%2008%20May%202022%29.pdf,title:emergency tracking tool
812,2022,2022-05-11,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #100 (2 - 8 May 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-100-2-8-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%20100%20%2810%20May%202022%29.pdf,title:flash report
813,2022,2022-05-11,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 103 (30 April — 6 May 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-103-30-april-6-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Dashboard%20103%20%2830%20April%20-%2006%20May%202022%29.pdf,title:point of entry
814,2022,2022-05-06,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 273 (25 April - 01 May 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-273-25-april-01-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.273%20%2825%20April%20-%2001%20May%202022%29.pdf,title:emergency tracking tool
815,2022,2022-05-06,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Monthly Dashboard (April 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-monthly-dashboard-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Monthly%20Dashboard%20%28April%202022%29.pdf,title:point of entry
816,2022,2022-05-03,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #99 (25 April - 1 May 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-99-25-april-1-may-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%2099%20%2803%20May%202022%29.pdf,title:flash report
817,2022,2022-05-03,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 102 (23 — 29 April 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-102-23-29-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Dashboard%20102%20%2823%20-%2029%20April%202022%29.pdf,title:point of entry
818,2022,2022-04-29,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #98 (18 - 24 April 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-98-18-24-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%2098%20%2825%20April%202022%29_0.pdf,title:flash report
819,2022,2022-04-29,COVID-19 Situational Analysis Reports,North East,Adamawa; Bauchi; Borno; Gombe; Taraba; Yobe,Nigeria — COVID-19 Situational Analysis 10: North-east (April 2022),https://dtm.iom.int/reports/nigeria-covid-19-situational-analysis-10-north-east-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/COVID-19%20Situation%20Report%2010%20-%20North-East%20Nigeria%20v2.pdf,title:covid-19 situational analysis
820,2022,2022-04-29,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 101 (16 — 22 April 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-101-16-22-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Dashboard%20101%20%2816%20-%2022%20April%202022%29_0.pdf,title:point of entry
821,2022,2022-04-28,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 272 (18 - 24 April 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-272-18-24-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.272%20%2818%20-%2024%20April%202022%29_0.pdf,title:emergency tracking tool
822,2022,2022-04-22,Stability Index,North East,Adamawa; Borno; Yobe,Nigeria — Stability Index Overview Round 2 – March 2022,https://dtm.iom.int/reports/nigeria-stability-index-overview-round-2-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Stability%20Index%20Report%20-%20Nigeria%20%28Round%202%29_0.pdf,title:stability index
823,2022,2022-04-22,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 271 (11 — 17 April 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-271-11-17-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.271%20%2811%20-%2017%20April%202022%29.pdf,title:emergency tracking tool
824,2022,2022-04-20,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #97 (11 - 17 April 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-97-11-17-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%2097%20%2818%20April%202022%29.pdf,title:flash report
825,2022,2022-04-20,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 100 (09 — 15 April 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-100-09-15-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20COVID-19%20Point%20of%20Entry%20Dashboard%20100%20%2809%20-15%20April%202022%29.pdf,title:point of entry
826,2022,2022-04-19,Biometric Registration Report,North East,Borno,"Nigeria — Biometric Registration Report Muna El Badawy Camp, Borno State (21 March 2022)",https://dtm.iom.int/reports/nigeria-biometric-registration-report-muna-el-badawy-camp-borno-state-21-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Biometric%20Registration%20Update%20Report%20Muna%20El%20Badawy%2014%20April%202022.pdf,title:biometric
827,2022,2022-04-14,Early Warning & Early Response Dashboard,North East,Adamawa,Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 3 (March 2022),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-3-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%203%20%28March%202022%29.pdf,title:early warning dashboard
828,2022,2022-04-14,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 270 (04 — 10 April 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-270-04-10-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.270%20%2804%20-%2010%20April%202022%29.pdf,title:emergency tracking tool
829,2022,2022-04-13,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #96 (04 - 10 April 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-96-04-10-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%2096%20%2811%20April%202022%29.pdf,title:flash report
830,2022,2022-04-13,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 99 (02 — 08 April 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-99-02-08-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20COVID-19%20Point%20of%20Entry%20Dashboard%2099%20%2802%20-08%20April%202022%29.pdf,title:point of entry
831,2022,2022-04-11,Mobility Tracking – IDP & Returnee Atlas,North Central; North West,,Nigeria — North-central And North-west Zones Site Assessment Dashboard 9 (March 2022),https://dtm.iom.int/reports/nigeria-north-central-and-north-west-zones-site-assessment-dashboard-9-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20-%20NCNW%20Round%209%20Dashboard%20of%20Site%20Assessment.pdf,title:site assessment
832,2022,2022-04-11,Mobility Tracking – IDP & Returnee Atlas,North Central; North West,,Nigeria — North-central And North-west Zones List of Wards Assessed 9 (March 2022),https://dtm.iom.int/reports/nigeria-north-central-and-north-west-zones-list-wards-assessed-9-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/R9%20LIST%20OF%20WARDS%20ASSESSED.pdf,title:list of wards assessed
833,2022,2022-04-11,Mobility Tracking – IDP & Returnee Atlas,North Central; North West,,Nigeria — North-central And North-west Zones List of Displacement Sites Assessed 9 (March 2022),https://dtm.iom.int/reports/nigeria-north-central-and-north-west-zones-list-displacement-sites-assessed-9-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/R9%20List%20of%20Sites%20assessed.pdf,title:list of displacement sites
834,2022,2022-04-11,Mobility Tracking – IDP & Returnee Atlas,North Central; North West,,Nigeria — North-central And North-west Zones IDP Population Variation Dashboard 9 (March 2022),https://dtm.iom.int/reports/nigeria-north-central-and-north-west-zones-idp-population-variation-dashboard-9-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20-%20NCNW%20Round%209%20Dashboard%20of%20IDP%20Population%20Variation_0.pdf,title:idp population variation
835,2022,2022-04-11,Mobility Tracking – Needs Monitoring,North Central; North West,Benue; Nasarawa; Plateau; Kaduna; Kano; Katsina; Sokoto; Zamfara,Nigeria — North-central And North-west Zones Displacement Report 9 (March 2022),https://dtm.iom.int/reports/nigeria-north-central-and-north-west-zones-displacement-report-9-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Round%209%20North-central%20and%20North-west%20mobility%20report.pdf,DTM Nigeria rule: NC/NW rounds 1–9 are Needs Monitoring
836,2022,2022-04-11,Mobility Tracking – IDP & Returnee Atlas,North Central; North West,,Nigeria — North-central And North-west Zones Dashboard 9 (March 2022),https://dtm.iom.int/reports/nigeria-north-central-and-north-west-zones-dashboard-9-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20-%20NCNW%20Round%209%20Baseline%20Dashboard.pdf,title:zones dashboard
837,2022,2022-04-08,Incident / Flash Report,North Central; North West,,Nigeria — North-central & North-west Flash Report #95 (28 March - 03 April 2022),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-95-28-march-03-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NCNW%2095%20%2807%20April%202022%29.pdf,title:flash report
838,2022,2022-04-08,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Monthly Dashboard (March 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-monthly-dashboard-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20COVID-19%20Point%20of%20Entry%20Monthly%20Dashboard%20%28March%202022%29.pdf,title:point of entry
839,2022,2022-04-08,Point of Entry (POE) Reports,North East,Borno,Nigeria — COVID-19 Point of Entry Dashboard 98 (26 March — 01 April 2022),https://dtm.iom.int/reports/nigeria-covid-19-point-entry-dashboard-98-26-march-01-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20COVID-19%20Point%20of%20Entry%20Dashboard%2098%20%2826%20March%20-%2001%20April%202022%29.pdf,title:point of entry
840,2022,2022-04-07,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 269 (28 March - 03 April 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-269-28-march-03-april-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.269%20%2828%20March%20-%2003%20April%202022%29.pdf,title:emergency tracking tool
841,2022,2022-04-06,Mobility Tracking – IDP & Returnee Atlas,North Central; North West,,Nigeria — North-central  & North-west — Displacement Factsheet 9 (16 November - 30 December 2021),https://dtm.iom.int/reports/nigeria-north-central-north-west-displacement-factsheet-9-16-november-30-december-2021,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Factsheet%20-%20NCNW%20Displacement%20Report%20R9.pdf,title:displacement factsheet
842,2022,2022-04-06,Flow Monitoring (migrants) – extra category,,,Nigeria — Flow Monitoring Dashboard 50 (February 2022),https://dtm.iom.int/reports/nigeria-flow-monitoring-dashboard-50-february-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Flow%20Monitoring%20Dashboard%2050%20February%202022.pdf,title:flow monitoring
843,2022,2022-03-31,Incident / Flash Report,North East,Borno,"Nigeria — North-east Muna El-Badawy, Jere LGA — (Borno State) Fire Outbreak Flash Report 31 March 2022",https://dtm.iom.int/reports/nigeria-north-east-muna-el-badawy-jere-lga-borno-state-fire-outbreak-flash-report-31-march,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Flash%20Report%20NE%20-%20Jere%20LGA%20%28Borno%20State%29%20Fire%20Outbreak%2031%20March%202022.pdf,title:flash report
844,2022,2022-03-31,Emergency Tracking Tool (ETT),,,Nigeria — Emergency Tracking Tool Report 268 (21 - 27 March 2022),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-268-21-27-march-2022,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.268%20%2821%20-%2027%20March%202022%29.pdf,title:emergency tracking tool
